cursor timestamp xpos ypos event xpath attrs extras
0 1555184897699 0 0 load / {} {}
0 1555184933756 325 16 mousemove /html/body/div[2]/div/div[1] {"DIV":{"class":"container"}} {}
0 1555184933814 516 277 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555184933875 629 441 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555184933934 672 508 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555184933994 678 545 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555184934054 672 590 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555184967404 625 598 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555184967471 763 237 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185062316 344 2 mousemove /html/body/div[2]/div/div[1] {"DIV":{"class":"container"}} {}
0 1555185062377 391 24 mousemove /html/body/div[2]/div/div[1] {"DIV":{"class":"container"}} {}
0 1555185062438 466 64 mousemove /html/body/div[2]/div/div[1] {"DIV":{"class":"container"}} {}
0 1555185062497 625 137 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185062557 755 197 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185062867 757 198 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185062917 797 211 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185062976 808 226 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063099 808 228 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063156 801 238 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063211 801 240 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063276 818 274 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063336 833 355 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063396 838 447 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063456 854 486 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063518 867 500 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063597 867 507 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063657 845 524 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063717 792 542 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063777 775 542 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063837 743 537 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063897 719 523 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185063956 695 452 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185064016 625 243 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185064076 448 61 mousemove /html/body/div[2]/div/div[1] {"DIV":{"class":"container"}} {}
0 1555185066020 433 10 mousemove /html/body/div[2]/div/div[1] {"DIV":{"class":"container"}} {}
0 1555185066089 623 104 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185066150 734 162 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185066211 772 180 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185066310 782 190 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185066443 785 192 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185066511 832 157 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185066571 909 86 mousemove /html/body/div[2] {"DIV":{"class":"userpr-content"}} {}
0 1555185066630 928 61 mousemove /html/body/div[2]/div/div[1]/div[1]/a {"A":{"href":"http://localhost:8080/mousetrc"}} {}
0 1555185066690 931 53 mousemove /html/body/div[2]/div/div[1]/div[1]/a {"A":{"href":"http://localhost:8080/mousetrc"}} {}
0 1555185066750 936 40 mousemove /html/body/div[2]/div/div[1]/div[1]/a {"A":{"href":"http://localhost:8080/mousetrc"}} {}
0 1555185066810 944 30 mousemove /html/body/div[2]/div/div[1]/div[1]/a {"A":{"href":"http://localhost:8080/mousetrc"}} {}
0 1555185066870 963 9 mousemove /html/body/div[2]/div/div[1]/div[1]/a/span {"SPAN":{}} {}
0 1555185069245 587 2 mousemove /html/body/div[2]/div/div[1]/div[1]/a {"A":{"href":"http://localhost:8080/mousetrc"}} {}
0 1555185069302 610 42 mousemove /html/body/div[2]/div/div[1]/div[1]/a {"A":{"href":"http://localhost:8080/mousetrc"}} {}
0 1555185069362 632 124 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185069422 681 400 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185069475 668 600 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185106979 597 596 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185107037 429 365 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185107097 286 184 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555185107157 158 42 mousemove /html/body/div[2]/div/div[1]/div[2]/a[1] {"A":{"data-remodal-target":"guide-modal","class":"site-guide btn btn-info"}} {}
