cursor timestamp xpos ypos event xpath attrs extras
0 1546852495640 0 0 load / {} {}
0 1546852495645 0 0 scroll / {} {}
0 1546852497083 1193 289 mousemove //*[@id='slider-id-']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1546852497147 1311 149 mousemove /html/body/div[5]/div[2]/div/div/p/span[1]/a {"A":{"data-productnavlink":"http://userpr.ir","class":"product-nav-link"}} {}
0 1546852497207 1417 102 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1546852497257 1457 103 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1546852497307 1480 110 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1546852497358 1501 123 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1546852497424 1521 148 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852497474 1535 173 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852497540 1535 193 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852497984 1534 196 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852498041 1530 188 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852498106 1530 181 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852498157 1531 179 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852498279 1532 178 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852498718 0 0 scroll / {} {}
0 1546852498725 0 0 scroll / {} {}
0 1546852498742 0 0 scroll / {} {}
0 1546852498759 0 0 scroll / {} {}
0 1546852498775 0 0 scroll / {} {}
0 1546852498790 0 0 scroll / {} {}
0 1546852498807 0 0 scroll / {} {}
0 1546852498825 0 0 scroll / {} {}
0 1546852498840 0 0 scroll / {} {}
0 1546852498857 0 0 scroll / {} {}
0 1546852498874 0 0 scroll / {} {}
0 1546852498891 0 0 scroll / {} {}
0 1546852498907 0 0 scroll / {} {}
0 1546852498941 0 0 scroll / {} {}
0 1546852498958 0 0 scroll / {} {}
0 1546852500324 1535 313 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852500742 1528 311 mousemove /html {"HTML":{"lang":"en"}} {}
0 1546852500808 1342 226 mousemove /html/body/div[2]/div[2]/div/div {"DIV":{"class":"container"}} {}
0 1546852500871 1071 202 mousemove /html/body/div[1] {"DIV":{"class":"imagezoom-cursor","style":"position: absolute; width: 249.351px; height: 205.195px; background-color: rgb(255, 255, 255); z-index: 2147483647; opacity: 0.5; cursor: crosshair; top: 166.2px; left: 1033.32px;"}} {}
0 1546852500922 955 231 mousemove /html/body/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","style":"position: absolute; width: 746.9px; height: 933.625px; top: -2.73559e-14px; left: 5.47118e-14px;"}} {}
0 1546852500974 927 262 mousemove /html/body/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","style":"position: absolute; width: 746.9px; height: 933.625px; top: -2.73559e-14px; left: 5.47118e-14px;"}} {}
0 1546852501338 915 265 mousemove /html/body/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","style":"position: absolute; width: 746.9px; height: 933.625px; top: -2.73559e-14px; left: 5.47118e-14px;"}} {}
0 1546852501391 770 275 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[2] {"DIV":{"class":"star star-1"}} {}
0 1546852501457 635 273 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[4] {"DIV":{"class":"star star-3"}} {}
0 1546852501509 520 286 mousemove //*[@id='product-rater']/div[1] {"DIV":{"data-start-value":"0.82857142857143","data-productid":"85","class":"starbox small  autoupdate"}} {}
0 1546852501574 370 316 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[3] {"DIV":{"class":"clearfix"}} {}
0 1546852501647 356 320 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[3] {"DIV":{"class":"clearfix"}} {}
0 1546852501706 413 296 mousemove //*[@id='product-rater']/div[1] {"DIV":{"data-start-value":"0.82857142857143","data-productid":"85","class":"starbox small  autoupdate"}} {}
0 1546852501758 534 247 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
0 1546852501822 609 236 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
0 1546852501872 649 238 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
0 1546852501922 671 238 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
