cursor timestamp xpos ypos event xpath attrs extras
0 1548321567834 0 0 load / {} {}
0 1548321568652 0 1 scroll / {} {}
0 1548321570532 916 32 mousemove /html/body/div[2]/div[1]/div/div[1]/a/span {"SPAN":{}} {}
0 1548321570598 781 202 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
0 1548321570665 700 303 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[2] {"DIV":{"class":"star star-1"}} {}
0 1548321570730 670 340 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[2] {"DIV":{"class":"star star-1"}} {}
0 1548321570848 667 343 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[2] {"DIV":{"class":"star star-1"}} {}
0 1548321570896 0 11 scroll / {} {}
0 1548321570912 0 26 scroll / {} {}
0 1548321570930 0 52 scroll / {} {}
0 1548321570946 0 88 scroll / {} {}
0 1548321570963 0 130 scroll / {} {}
0 1548321570980 0 172 scroll / {} {}
0 1548321570997 0 216 scroll / {} {}
0 1548321571014 0 259 scroll / {} {}
0 1548321571030 0 301 scroll / {} {}
0 1548321571047 0 339 scroll / {} {}
0 1548321571064 0 375 scroll / {} {}
0 1548321571081 0 407 scroll / {} {}
0 1548321571097 0 437 scroll / {} {}
0 1548321571114 0 462 scroll / {} {}
0 1548321571131 0 482 scroll / {} {}
0 1548321571148 0 498 scroll / {} {}
0 1548321571165 0 508 scroll / {} {}
0 1548321571181 0 511 scroll / {} {}
0 1548321571817 0 510 scroll / {} {}
0 1548321571834 0 509 scroll / {} {}
0 1548321571851 0 506 scroll / {} {}
0 1548321571867 0 495 scroll / {} {}
0 1548321571885 0 483 scroll / {} {}
0 1548321571901 0 468 scroll / {} {}
0 1548321571918 0 446 scroll / {} {}
0 1548321571934 0 417 scroll / {} {}
0 1548321571952 0 386 scroll / {} {}
0 1548321571969 0 355 scroll / {} {}
0 1548321571986 0 322 scroll / {} {}
0 1548321572001 0 289 scroll / {} {}
0 1548321572018 0 258 scroll / {} {}
