cursor timestamp xpos ypos event xpath attrs extras
0 1555155596495 1058 207 mousemove /html {"HTML":{"lang":"en"}} {}
0 1555155600147 0 0 load / {} {}
0 1555156037830 0 0 scroll / {} {}
0 1555156038529 325 104 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156038588 399 199 mousemove /html/body/div[2] {"DIV":{"class":"userpr-content"}} {}
0 1555156038647 544 247 mousemove /html/body/div[2]/font[1]/table/tbody/tr[2]/th {"TH":{"align":"left","bgcolor":"#e9b96e","colspan":"5"}} {}
0 1555156038765 570 245 mousewheel /html/body/div[2]/font[1]/table/tbody/tr[2]/th {"TH":{"align":"left","bgcolor":"#e9b96e","colspan":"5"}} {}
0 1555156038766 0 0 scroll / {} {}
0 1555156038788 571 237 mousewheel /html/body/div[2]/font[1]/table/tbody/tr[2]/th {"TH":{"align":"left","bgcolor":"#e9b96e","colspan":"5"}} {}
0 1555156038788 0 0 scroll / {} {}
0 1555156038807 571 226 mousewheel /html/body/div[2]/font[1]/table/tbody/tr[2]/th {"TH":{"align":"left","bgcolor":"#e9b96e","colspan":"5"}} {}
0 1555156038807 0 0 scroll / {} {}
0 1555156038829 572 211 mousewheel /html/body/div[2]/font[1]/table/tbody/tr[2]/th {"TH":{"align":"left","bgcolor":"#e9b96e","colspan":"5"}} {}
0 1555156038830 0 0 scroll / {} {}
0 1555156038849 0 0 scroll / {} {}
0 1555156038869 0 0 scroll / {} {}
0 1555156038888 573 161 mousewheel /html/body/div[2]/font[1]/table/tbody/tr[2]/th {"TH":{"align":"left","bgcolor":"#e9b96e","colspan":"5"}} {}
0 1555156038888 0 0 scroll / {} {}
0 1555156038908 0 0 scroll / {} {}
0 1555156038929 0 0 scroll / {} {}
0 1555156038969 0 0 scroll / {} {}
0 1555156039309 582 137 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156039370 590 137 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156039597 591 137 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156039650 591 138 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156039728 591 142 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156039829 590 148 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156039941 588 151 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156040045 588 153 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156040213 587 154 mousemove /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1555156040229 587 154 mousewheel /html/body/div[2]/pre[1] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
