cursor timestamp xpos ypos event xpath attrs extras
0 1553759392507 588 397 mousemove /html/body/div[2]/pre[3] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759392508 0 0 scroll / {} {}
0 1553759392600 0 0 load / {} {}
0 1553759392660 590 458 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759392720 592 466 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759392780 594 473 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759392830 594 476 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759392880 595 479 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759392940 596 486 mousemove /html/body/div[2]/pre[4]/font[3] {"FONT":{"color":"#cc0000"}} {}
0 1553759393005 601 486 mousemove /html/body/div[2]/pre[4]/font[3] {"FONT":{"color":"#cc0000"}} {}
0 1553759393478 603 487 mousemove /html/body/div[2]/pre[4]/font[3] {"FONT":{"color":"#cc0000"}} {}
0 1553759393540 617 505 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759393601 641 566 mousemove /html/body/div[2]/pre[5] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759393663 656 646 mousemove /html/body/div[2]/pre[6] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759393724 657 712 mousemove /html/body/div[2]/pre[6] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553759393774 665 755 mousemove /html/body/div[2]/div[2] {"DIV":{"class":"copy-section"}} {}
0 1553760433277 641 742 mousemove /html/body/div[2] {"DIV":{"class":"userpr-content"}} {}
0 1553760433359 840 343 mousemove /html/body/div[2]/pre[3] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760433422 855 239 mousemove /html/body/div[2]/pre[2] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760452634 320 200 mousemove /html/body/div[2]/pre[2]/small[1] {"SMALL":{}} {}
0 1553760452692 460 280 mousemove /html/body/div[2]/pre[2] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760452753 557 325 mousemove /html/body/div[2]/pre[3] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760452813 596 341 mousemove /html/body/div[2]/pre[3] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760452873 625 358 mousemove /html/body/div[2]/pre[3] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760452933 690 397 mousemove /html/body/div[2]/pre[3] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760452993 700 405 mousemove /html/body/div[2] {"DIV":{"class":"userpr-content"}} {}
0 1553760453073 702 406 mousemove /html/body/div[2] {"DIV":{"class":"userpr-content"}} {}
0 1553760453291 701 406 mousemove /html/body/div[2] {"DIV":{"class":"userpr-content"}} {}
0 1553760453352 695 409 mousemove /html/body/div[2] {"DIV":{"class":"userpr-content"}} {}
0 1553760453414 679 433 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760453472 677 486 mousemove /html/body/div[2]/pre[4]/i[3] {"I":{}} {}
0 1553760453532 677 562 mousemove /html/body/div[2]/pre[5] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760453592 677 634 mousemove /html/body/div[2] {"DIV":{"class":"userpr-content"}} {}
0 1553760453652 681 699 mousemove /html/body/div[2]/pre[6] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760453712 705 736 mousemove /html/body/div[2]/pre[6] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760453812 719 752 mousemove /html/body/div[2]/div[2] {"DIV":{"class":"copy-section"}} {}
0 1553760453873 724 757 mousemove /html/body/div[2]/div[2] {"DIV":{"class":"copy-section"}} {}
0 1553760991319 592 756 mousemove /html/body/div[2]/div[2] {"DIV":{"class":"copy-section"}} {}
0 1553760991385 609 594 mousemove /html/body/div[2]/pre[5] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760991446 631 499 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760991510 640 456 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760991570 642 440 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
0 1553760991679 642 438 mousemove /html/body/div[2]/pre[4] {"PRE":{"class":"xdebug-var-dump","dir":"ltr"}} {}
