cursor timestamp xpos ypos event xpath attrs extras
0 1548433949509 0 0 load / {} {}
0 1548433952263 0 1 scroll / {} {}
0 1548434044645 465 53 mousemove /html/body/div[2]/div[1]/div[1] {"DIV":{"class":"container"}} {}
0 1548434044709 559 312 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[4] {"DIV":{"class":"star star-3"}} {}
0 1548434045003 0 1 keypress /html/body {"BODY":{}} {}
0 1548434045022 0 32 scroll / {} {}
0 1548434045039 0 105 scroll / {} {}
0 1548434045057 0 198 scroll / {} {}
0 1548434045073 0 296 scroll / {} {}
0 1548434045088 0 389 scroll / {} {}
0 1548434045105 0 471 scroll / {} {}
0 1548434045122 0 535 scroll / {} {}
0 1548434045140 0 576 scroll / {} {}
0 1548434045156 0 591 scroll / {} {}
0 1548434045882 0 591 keypress /html/body {"BODY":{}} {}
0 1548434045888 0 594 scroll / {} {}
0 1548434045906 0 642 scroll / {} {}
0 1548434045921 0 723 scroll / {} {}
0 1548434045938 0 818 scroll / {} {}
0 1548434045956 0 916 scroll / {} {}
0 1548434045973 0 1007 scroll / {} {}
0 1548434045989 0 1083 scroll / {} {}
0 1548434046006 0 1141 scroll / {} {}
0 1548434046023 0 1174 scroll / {} {}
0 1548434046039 0 1181 scroll / {} {}
0 1548434046356 574 1552 mousemove //*[@id='reviews-main']/div[1]/div/div[1]/h4/div {"DIV":{}} {}
0 1548434046407 603 1539 mousemove //*[@id='reviews-main']/div[1]/div/div[1]/h4/div {"DIV":{}} {}
0 1548434046460 696 1487 mousemove //*[@id='myTabContent1'] {"DIV":{"id":"myTabContent1"}} {}
0 1548434046524 836 1409 mousemove //*[@id='myTabContent'] {"DIV":{"id":"myTabContent"}} {}
0 1548434047440 867 1395 mousemove //*[@id='product_attributes_button'] {"BUTTON":{"id":"product_attributes_button","class":"btn btn-info btn-block collapsed showing-list","data-toggle":"collapse","data-target":"#product_attributes","aria-expanded":"true","aria-controls":"collapseOne"}} {}
0 1548434047493 880 1421 mousemove //*[@id='myTabContent'] {"DIV":{"id":"myTabContent"}} {}
