cursor timestamp xpos ypos event xpath attrs extras
0 1548321705389 0 0 load / {} {}
0 1548321705433 0 1 scroll / {} {}
0 1548321709978 0 3 scroll / {} {}
0 1548321709995 0 7 scroll / {} {}
0 1548321710011 0 13 scroll / {} {}
0 1548321710029 0 30 scroll / {} {}
0 1548321710045 0 58 scroll / {} {}
0 1548321710063 0 91 scroll / {} {}
0 1548321710079 0 131 scroll / {} {}
0 1548321710095 0 171 scroll / {} {}
0 1548321710112 0 210 scroll / {} {}
0 1548321710129 0 247 scroll / {} {}
0 1548321710146 0 282 scroll / {} {}
0 1548321710162 0 313 scroll / {} {}
0 1548321710179 0 341 scroll / {} {}
0 1548321710195 0 365 scroll / {} {}
0 1548321710213 0 385 scroll / {} {}
0 1548321710229 0 399 scroll / {} {}
0 1548321710246 0 407 scroll / {} {}
0 1548321710262 0 409 scroll / {} {}
0 1548321710665 0 410 scroll / {} {}
0 1548321710681 0 412 scroll / {} {}
0 1548321710699 0 415 scroll / {} {}
0 1548321710715 0 419 scroll / {} {}
0 1548321710732 0 424 scroll / {} {}
0 1548321710749 0 432 scroll / {} {}
0 1548321710766 0 443 scroll / {} {}
0 1548321710782 0 455 scroll / {} {}
0 1548321710799 0 469 scroll / {} {}
0 1548321710815 0 484 scroll / {} {}
0 1548321710832 0 505 scroll / {} {}
0 1548321710849 0 528 scroll / {} {}
0 1548321710865 0 552 scroll / {} {}
0 1548321710883 0 576 scroll / {} {}
0 1548321710899 0 600 scroll / {} {}
0 1548321710916 0 622 scroll / {} {}
0 1548321710933 0 642 scroll / {} {}
0 1548321710950 0 661 scroll / {} {}
0 1548321710967 0 677 scroll / {} {}
0 1548321710983 0 691 scroll / {} {}
0 1548321711000 0 702 scroll / {} {}
0 1548321711016 0 710 scroll / {} {}
0 1548321711033 0 714 scroll / {} {}
0 1548321711050 0 715 scroll / {} {}
0 1548321711175 863 827 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548321711234 821 867 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548321711286 776 895 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/form {"FORM":{"class":"basket-quantity-form","action":"","method":"post"}} {}
0 1548321711336 757 903 mousemove //*[@id='add-to-basket']/a {"A":{"data-text":"Add To Cart","class":"my-cart-b item_add"}} {}
0 1548321711387 740 910 mousemove //*[@id='add-to-basket']/a {"A":{"data-text":"Add To Cart","class":"my-cart-b item_add"}} {}
0 1548321711452 718 921 mousemove //*[@id='add-to-basket']/a {"A":{"data-text":"Add To Cart","class":"my-cart-b item_add"}} {}
0 1548321711503 712 923 mousemove //*[@id='add-to-basket']/a {"A":{"data-text":"Add To Cart","class":"my-cart-b item_add"}} {}
0 1548321711733 712 923 click //*[@id='add-to-basket']/a {"A":{"data-text":"Add To Cart","class":"my-cart-b item_add"}} {}
0 1548321712174 711 923 mousemove //*[@id='add-to-basket']/a {"A":{"data-text":"Add To Cart","class":"my-cart-b item_add"}} {}
0 1548321712240 709 922 mousemove //*[@id='add-to-basket']/a {"A":{"data-text":"Add To Cart","class":"my-cart-b item_add"}} {}
0 1548321712356 709 921 mousemove //*[@id='add-to-basket']/a {"A":{"data-text":"Add To Cart","class":"my-cart-b item_add"}} {}
