cursor timestamp xpos ypos event xpath attrs extras
0 1547821388782 548 506 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389012 551 502 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389067 580 502 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389134 614 503 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389268 615 507 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389286 615 507 mousewheel //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389301 0 0 scroll / {} {}
0 1547821389445 615 515 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389446 615 515 mousewheel //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389446 0 0 scroll / {} {}
0 1547821389451 0 0 scroll / {} {}
0 1547821389474 0 0 scroll / {} {}
0 1547821389484 0 0 scroll / {} {}
0 1547821389534 647 686 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389600 689 626 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389667 707 566 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389722 715 542 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389782 724 521 mousemove //*[@id='product-introduction']/p {"P":{"style":"direction: rtl;"}} {}
0 1547821389882 0 0 load / {} {}
0 1547821389923 0 0 scroll / {} {}
0 1547821390010 738 262 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
0 1547821390065 738 259 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
0 1547821390139 738 258 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
0 1547821390200 733 258 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
0 1547821390265 718 254 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
0 1547821390320 710 254 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[2]/h4 {"H4":{}} {}
