cursor timestamp xpos ypos event xpath attrs extras
0 1548410291304 1150 2 mousemove /html/body/div[2]/div[1]/div/div[1]/a/span {"SPAN":{}} {}
0 1548410291359 1304 38 mousemove /html/body/div[2]/div[1] {"DIV":{"class":"header remodal-bg remodal-is-closed"}} {}
0 1548410291410 1336 47 mousemove /html/body/div[2]/div[1] {"DIV":{"class":"header remodal-bg remodal-is-closed"}} {}
0 1548410291460 1352 55 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548410291511 1365 70 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548410291576 1365 92 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548410291861 1364 93 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548410291964 1361 92 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548410292060 1359 92 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548410292465 1357 92 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548410292553 0 0 scroll / {} {}
0 1548410292577 0 0 scroll / {} {}
0 1548410292593 0 0 scroll / {} {}
0 1548410292610 0 0 scroll / {} {}
0 1548410292627 0 0 scroll / {} {}
0 1548410292643 0 0 scroll / {} {}
0 1548410292660 0 0 scroll / {} {}
0 1548410292675 0 0 scroll / {} {}
0 1548410292693 0 0 scroll / {} {}
0 1548410292709 0 0 scroll / {} {}
0 1548410292727 0 0 scroll / {} {}
0 1548410292743 0 0 scroll / {} {}
0 1548410292760 0 0 scroll / {} {}
0 1548410292777 0 0 scroll / {} {}
0 1548410292975 0 0 scroll / {} {}
0 1548410292994 0 0 scroll / {} {}
0 1548410293009 0 0 scroll / {} {}
0 1548410293027 0 0 scroll / {} {}
0 1548410293043 0 0 scroll / {} {}
0 1548410293059 0 0 scroll / {} {}
0 1548410293076 0 0 scroll / {} {}
0 1548410293093 0 0 scroll / {} {}
0 1548410293109 0 0 scroll / {} {}
0 1548410293126 0 0 scroll / {} {}
0 1548410293144 0 0 scroll / {} {}
0 1548410294428 1352 621 mousemove /html/body/div[3]/div[1] {"DIV":{"class":"wph-modal-mask wpmudev-modal-mask "}} {}
0 1548410294484 0 0 load / {} {}
0 1548410295630 322 622 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div {"DIV":{"class":"hustle-modal-message"}} {}
0 1548410295716 324 622 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div {"DIV":{"class":"hustle-modal-message"}} {}
0 1548410295770 326 622 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div {"DIV":{"class":"hustle-modal-message"}} {}
0 1548410295889 327 622 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div {"DIV":{"class":"hustle-modal-message"}} {}
0 1548410296023 326 622 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div {"DIV":{"class":"hustle-modal-message"}} {}
0 1548410296078 320 622 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div {"DIV":{"class":"hustle-modal-message"}} {}
0 1548410296128 316 622 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296194 310 620 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296261 305 614 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296311 300 608 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296378 299 603 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296429 299 597 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296495 299 592 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296545 298 587 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296617 298 582 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296746 298 581 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410296841 298 580 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410297025 297 580 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410297095 295 580 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410297145 291 580 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410297995 302 664 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410298045 319 664 mousemove /html/body/div[3]/div[2]/div[2]/div {"DIV":{"class":"hustle-modal-content"}} {}
0 1548410298096 390 664 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div/p[4]/span {"SPAN":{"class":"red-text"}} {}
0 1548410298162 624 645 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div/p[4]/span {"SPAN":{"class":"red-text"}} {}
0 1548410298228 770 633 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div {"DIV":{"class":"hustle-modal-message"}} {}
0 1548410298278 848 633 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div {"DIV":{"class":"hustle-modal-message"}} {}
0 1548410298328 934 646 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div/p[4] {"P":{}} {}
0 1548410298378 1008 655 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div/p[4] {"P":{}} {}
0 1548410298428 1062 666 mousemove /html/body/div[3]/div[2]/div[2]/div/section/div/p[4] {"P":{}} {}
0 1548410298478 1095 671 mousemove /html/body/div[3]/div[1] {"DIV":{"class":"wph-modal-mask wpmudev-modal-mask "}} {}
0 1548410298528 1102 671 mousemove /html/body/div[3]/div[1] {"DIV":{"class":"wph-modal-mask wpmudev-modal-mask "}} {}
0 1548410298578 1106 671 mousemove /html/body/div[3]/div[1] {"DIV":{"class":"wph-modal-mask wpmudev-modal-mask "}} {}
