cursor timestamp xpos ypos event xpath attrs extras
0 1547826127468 190 906 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826127527 187 908 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826127583 159 920 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826127968 145 922 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826128034 153 919 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826128099 161 912 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826128150 173 906 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826128519 173 904 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826128584 177 896 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826128634 183 877 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826128701 194 835 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826128767 238 768 mousemove //*[@id='product-191-grid-img']/a/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-J-5-Handsfree1.jpg","class":"img-responsive","alt":""}} {}
0 1547826128819 264 738 mousemove //*[@id='myTab1'] {"UL":{"id":"myTab1","class":"nav1 nav1-tabs left-tab","role":"tablist"}} {}
0 1547826128887 278 713 mousemove //*[@id='myTab1'] {"UL":{"id":"myTab1","class":"nav1 nav1-tabs left-tab","role":"tablist"}} {}
0 1547826128937 288 702 mousemove //*[@id='myTab'] {"UL":{"id":"myTab","class":"nav nav-tabs left-tab","role":"tablist"}} {}
0 1547826133346 0 0 unload / {} {}
