cursor timestamp xpos ypos event xpath attrs extras
0 1552824960356 0 0 load / {} {}
0 1552824960370 0 0 scroll / {} {}
0 1552824960838 421 273 mousemove //*[@id='main-banner']/div {"DIV":{"class":"container"}} {}
0 1552824960902 421 273 mousewheel //*[@id='main-banner']/div {"DIV":{"class":"container"}} {}
0 1552824960910 0 0 scroll / {} {}
0 1552824960929 0 0 scroll / {} {}
0 1552824960949 0 0 scroll / {} {}
0 1552824960972 421 309 mousewheel //*[@id='main-banner']/div {"DIV":{"class":"container"}} {}
0 1552824960972 0 0 scroll / {} {}
0 1552824960992 0 0 scroll / {} {}
0 1552824961013 0 0 scroll / {} {}
0 1552824961032 0 0 scroll / {} {}
0 1552824961052 0 0 scroll / {} {}
0 1552824961072 0 0 scroll / {} {}
0 1552824961092 0 0 scroll / {} {}
0 1552824961114 421 474 mousewheel //*[@id='main-banner']/div {"DIV":{"class":"container"}} {}
0 1552824961114 0 0 scroll / {} {}
0 1552824961132 0 0 scroll / {} {}
0 1552824961152 421 508 mousewheel //*[@id='main-banner']/div {"DIV":{"class":"container"}} {}
0 1552824961152 0 0 scroll / {} {}
0 1552824961172 0 0 scroll / {} {}
0 1552824961192 0 0 scroll / {} {}
0 1552824961215 0 0 scroll / {} {}
0 1552824961233 0 0 scroll / {} {}
0 1552824961253 0 0 scroll / {} {}
0 1552824961272 0 0 scroll / {} {}
0 1552824961292 0 0 scroll / {} {}
0 1552824961313 0 0 scroll / {} {}
0 1552824961373 422 670 mousemove //*[@id='myTab'] {"UL":{"id":"myTab","class":"nav nav-tabs left-tab","role":"tablist"}} {}
0 1552824961558 423 670 mousewheel //*[@id='main-banner']/div {"DIV":{"class":"container"}} {}
0 1552824961558 0 0 scroll / {} {}
0 1552824961574 0 0 scroll / {} {}
0 1552824961594 423 689 mousewheel //*[@id='main-banner']/div {"DIV":{"class":"container"}} {}
0 1552824961594 0 0 scroll / {} {}
0 1552824961614 0 0 scroll / {} {}
0 1552824961633 0 0 scroll / {} {}
0 1552824961654 0 0 scroll / {} {}
0 1552824961674 0 0 scroll / {} {}
0 1552824961694 0 0 scroll / {} {}
0 1552824961714 0 0 scroll / {} {}
0 1552824961734 0 0 scroll / {} {}
0 1552824961775 0 0 scroll / {} {}
0 1552824961856 423 869 mousemove //*[@id='product-154-grid-img']/a/div[2]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Samsung-Clear-View-Standing-Flip-Cover-For-Galaxy-Note-82.jpg","class":"img-responsive","alt":""}} {}
