cursor timestamp xpos ypos event xpath attrs extras
0 1551364301689 0 0 load / {} {}
0 1551364301728 0 1 scroll / {} {}
0 1551364302229 915 389 mousemove //*[@id='slider-id-']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551364302279 827 365 mousemove /html/body/div[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","style":"position: absolute; width: 744.975px; height: 931.7px; top: -127.28px; left: 5.47118e-14px;"}} {}
0 1551364302330 709 337 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[1] {"DIV":{"class":"star star-0"}} {}
0 1551364302380 666 328 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[2] {"DIV":{"class":"star star-1"}} {}
0 1551364302430 653 324 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[2] {"DIV":{"class":"star star-1"}} {}
0 1551364302481 652 320 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[2] {"DIV":{"class":"star star-1"}} {}
0 1551364302953 663 335 mousemove //*[@id='product-rater']/div[1]/div/div/div[3]/div[2] {"DIV":{"class":"star star-1"}} {}
0 1551364303003 704 388 mousemove //*[@id='product-rater']/div[2]/p {"P":{"class":"average-rate-description"}} {}
0 1551364303054 728 416 mousemove //*[@id='product-price'] {"P":{"id":"product-price","class":"price item_price"}} {}
0 1551364303268 0 2 scroll / {} {}
0 1551364303284 0 5 scroll / {} {}
0 1551364303301 0 16 scroll / {} {}
0 1551364303317 0 39 scroll / {} {}
0 1551364303335 0 69 scroll / {} {}
0 1551364303351 0 107 scroll / {} {}
0 1551364303369 0 187 scroll / {} {}
0 1551364303385 0 225 scroll / {} {}
0 1551364303418 0 264 scroll / {} {}
0 1551364303435 0 298 scroll / {} {}
0 1551364303451 0 332 scroll / {} {}
0 1551364303469 0 388 scroll / {} {}
0 1551364303485 0 410 scroll / {} {}
0 1551364303502 0 430 scroll / {} {}
0 1551364303536 0 454 scroll / {} {}
0 1551364303568 0 457 scroll / {} {}
0 1551364303883 744 865 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1551364303951 797 820 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[1] {"DIV":{"class":"single-left"}} {}
0 1551364304015 848 792 mousemove //*[@id='product-slider']/ol/li[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","class":"flex-active","draggable":"false"}} {}
0 1551364304065 872 782 mousemove //*[@id='product-slider']/ol/li[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","class":"flex-active","draggable":"false"}} {}
0 1551364304115 883 777 mousemove //*[@id='product-slider']/ol/li[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","class":"flex-active","draggable":"false"}} {}
0 1551364304182 889 772 mousemove //*[@id='product-slider']/ol/li[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","class":"flex-active","draggable":"false"}} {}
0 1551364304306 875 784 mousemove //*[@id='product-slider']/ol/li[1]/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2018/05/Apple-iPhone-X-256GB-Mobile-Phone1.jpg","class":"flex-active","draggable":"false"}} {}
0 1551364304358 802 835 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1551364304434 734 887 mousemove //*[@id='set-basket-quantity']/div/div[1] {"DIV":{"class":"entry value-minus1"}} {}
0 1551364304489 708 905 mousemove //*[@id='add-to-basket']/a {"A":{"data-text":"Add To Cart","class":"my-cart-b item_add"}} {}
