cursor timestamp xpos ypos event xpath attrs extras
0 1551383619435 0 0 load / {} {}
0 1551383619490 726 386 mousemove //*[@id='user_confirm_password'] {"INPUT":{"data-rules":"","data-id":"user_confirm_password","type":"password","class":"input-text input-password ur-frontend-field ","name":"user_confirm_password","id":"user_confirm_password","placeholder":"","value":"","required":"required","data-label":"تایید گذرواژه"}} {}
0 1551383619546 788 342 mousemove //*[@id='user_confirm_password_field']/label {"LABEL":{"for":"user_confirm_password"}} {}
0 1551383619596 845 296 mousemove //*[@id='user_email'] {"INPUT":{"data-rules":"","data-id":"user_email","type":"email","class":"input-text input-email ur-frontend-field ","name":"user_email","id":"user_email","placeholder":"یک آدرس ایمیل معتبر وارد کنید","value":"","required":"required","data-label":"ایمیل"}} {}
0 1551383619646 889 271 mousemove //*[@id='user_email'] {"INPUT":{"data-rules":"","data-id":"user_email","type":"email","class":"input-text input-email ur-frontend-field ","name":"user_email","id":"user_email","placeholder":"یک آدرس ایمیل معتبر وارد کنید","value":"","required":"required","data-label":"ایمیل"}} {}
0 1551383619696 911 251 mousemove //*[@id='user_email_field'] {"P":{"class":"form-row validate-required","id":"user_email_field","data-priority":""}} {}
0 1551383619746 926 242 mousemove //*[@id='user_email_field']/label {"LABEL":{"for":"user_email"}} {}
0 1551383619796 939 234 mousemove //*[@id='user_email_field']/label {"LABEL":{"for":"user_email"}} {}
0 1551383619847 951 217 mousemove //*[@id='ur-frontend-form']/form/div[1]/div[2] {"DIV":{"class":"ur-form-grid ur-grid-2","style":"width:30%"}} {}
0 1551383619898 960 201 mousemove //*[@id='ur-frontend-form']/form/div[1]/div[2] {"DIV":{"class":"ur-form-grid ur-grid-2","style":"width:30%"}} {}
0 1551383619962 962 192 mousemove //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383620012 966 185 mousemove //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383620062 972 171 mousemove //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383620112 977 164 mousemove //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383620179 979 163 mousemove //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383620263 979 164 mousemove //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383620329 979 167 mousemove //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383620412 979 171 mousemove //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383621532 979 171 click //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383622750 0 0 keypress //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383622939 0 0 keypress //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383623128 0 0 keypress //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383623310 0 0 keypress //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383623503 0 0 keypress //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383623684 0 0 keypress //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383623872 0 0 keypress //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383624002 0 0 keypress //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383624151 0 0 keypress //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383624831 979 174 mousemove //*[@id='student_number'] {"INPUT":{"data-rules":"","data-id":"student_number","type":"text","class":"input-text input-text ur-frontend-field  ","name":"student_number","id":"student_number","placeholder":"شماره دانشجویی خود را وارد کنید","value":"","required":"required","data-label":"شماره دانشجویی"}} {}
0 1551383624892 988 219 mousemove //*[@id='user_email_field']/label {"LABEL":{"for":"user_email"}} {}
0 1551383624958 989 235 mousemove //*[@id='user_email_field']/label {"LABEL":{"for":"user_email"}} {}
0 1551383625008 993 245 mousemove //*[@id='user_email_field']/label {"LABEL":{"for":"user_email"}} {}
0 1551383625058 994 252 mousemove //*[@id='user_email_field'] {"P":{"class":"form-row validate-required","id":"user_email_field","data-priority":""}} {}
0 1551383625146 994 253 mousemove //*[@id='user_email_field'] {"P":{"class":"form-row validate-required","id":"user_email_field","data-priority":""}} {}
0 1551383625208 994 256 mousemove //*[@id='user_email_field'] {"P":{"class":"form-row validate-required","id":"user_email_field","data-priority":""}} {}
0 1551383625258 994 262 mousemove //*[@id='user_email'] {"INPUT":{"data-rules":"","data-id":"user_email","type":"email","class":"input-text input-email ur-frontend-field ","name":"user_email","id":"user_email","placeholder":"یک آدرس ایمیل معتبر وارد کنید","value":"","required":"required","data-label":"ایمیل"}} {}
0 1551383625308 994 265 mousemove //*[@id='user_email'] {"INPUT":{"data-rules":"","data-id":"user_email","type":"email","class":"input-text input-email ur-frontend-field ","name":"user_email","id":"user_email","placeholder":"یک آدرس ایمیل معتبر وارد کنید","value":"","required":"required","data-label":"ایمیل"}} {}
0 1551383625358 994 270 mousemove //*[@id='user_email'] {"INPUT":{"data-rules":"","data-id":"user_email","type":"email","class":"input-text input-email ur-frontend-field ","name":"user_email","id":"user_email","placeholder":"یک آدرس ایمیل معتبر وارد کنید","value":"","required":"required","data-label":"ایمیل"}} {}
0 1551383625559 994 272 mousemove //*[@id='user_email'] {"INPUT":{"data-rules":"","data-id":"user_email","type":"email","class":"input-text input-email ur-frontend-field ","name":"user_email","id":"user_email","placeholder":"یک آدرس ایمیل معتبر وارد کنید","value":"","required":"required","data-label":"ایمیل"}} {}
0 1551383625633 994 274 mousemove //*[@id='user_email'] {"INPUT":{"data-rules":"","data-id":"user_email","type":"email","class":"input-text input-email ur-frontend-field ","name":"user_email","id":"user_email","placeholder":"یک آدرس ایمیل معتبر وارد کنید","value":"","required":"required","data-label":"ایمیل"}} {}
