cursor timestamp xpos ypos event xpath attrs extras
0 1551383935165 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935172 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935180 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935188 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935195 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935203 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935210 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935217 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935225 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935232 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935239 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935247 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935254 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935262 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935269 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935277 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935285 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383935292 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936133 1394 646 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936135 0 0 scroll / {} {}
0 1551383936140 1394 723 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936152 1394 820 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936153 0 0 scroll / {} {}
0 1551383936157 1394 912 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936162 1394 1024 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936169 0 0 scroll / {} {}
0 1551383936170 1394 1125 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936177 1394 1248 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936184 1394 1340 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936185 0 0 scroll / {} {}
0 1551383936191 1394 1469 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936199 1394 1566 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936202 0 0 scroll / {} {}
0 1551383936207 1394 1680 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936214 1394 1777 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936219 0 0 scroll / {} {}
0 1551383936222 1394 1878 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936229 1394 1964 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936235 0 0 scroll / {} {}
0 1551383936237 1394 2054 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936244 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936252 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936252 0 0 scroll / {} {}
0 1551383936259 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936266 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936274 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936281 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936290 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936297 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936304 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936312 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936319 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936327 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936605 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936612 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936619 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936627 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936634 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936642 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936649 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936657 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936664 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936672 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936679 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383936687 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937062 1394 2089 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937063 0 0 scroll / {} {}
0 1551383937070 1394 2058 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937071 0 0 scroll / {} {}
0 1551383937077 1394 2035 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937085 1394 2009 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937085 0 0 scroll / {} {}
0 1551383937096 1394 1981 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937100 1394 1951 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937102 0 0 scroll / {} {}
0 1551383937108 1394 1921 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937114 1394 1899 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937118 0 0 scroll / {} {}
0 1551383937122 1394 1871 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937129 1394 1854 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937135 0 0 scroll / {} {}
0 1551383937137 1394 1833 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937144 1394 1815 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937151 0 0 scroll / {} {}
0 1551383937152 1394 1798 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937159 1394 1785 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937167 1394 1772 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937168 0 0 scroll / {} {}
0 1551383937174 1394 1764 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937182 1394 1757 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937184 0 0 scroll / {} {}
0 1551383937189 1394 1751 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937197 1394 1747 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937201 0 0 scroll / {} {}
0 1551383937204 1394 1742 mousewheel //*[@id='slider-id-2e4974']/div/img {"IMG":{"src":"http://userpr.ir/wp-content/uploads/2019/01/Baseus-Thin-Case-Cover-For-Samsung-Galaxy-Note-81_2e4974.jpg","data-imagezoom":"true","class":"img-responsive","draggable":"false"}} {}
0 1551383937218 0 0 scroll / {} {}
0 1551383937775 1394 1738 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937782 1394 1714 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937784 0 0 scroll / {} {}
0 1551383937790 1394 1697 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937797 1394 1671 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937801 0 0 scroll / {} {}
0 1551383937805 1394 1654 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937812 1394 1631 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937818 0 0 scroll / {} {}
0 1551383937820 1394 1600 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937827 1394 1553 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937835 0 0 scroll / {} {}
0 1551383937837 1394 1510 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937842 1394 1471 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937849 1394 1435 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937850 0 0 scroll / {} {}
0 1551383937857 1394 1388 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937864 1394 1329 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937867 0 0 scroll / {} {}
0 1551383937872 1394 1286 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937879 1394 1239 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937884 0 0 scroll / {} {}
0 1551383937889 1394 1192 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937894 1394 1140 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937900 0 0 scroll / {} {}
0 1551383937902 1394 1097 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937909 1394 1033 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937917 1394 983 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937917 0 0 scroll / {} {}
0 1551383937924 1394 927 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937932 1394 859 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937934 0 0 scroll / {} {}
0 1551383937939 1394 794 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937947 1394 742 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937950 0 0 scroll / {} {}
0 1551383937954 1394 672 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937962 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937967 0 0 scroll / {} {}
0 1551383937969 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937977 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937984 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937992 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383937999 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938007 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938014 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938021 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938030 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938037 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938044 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938052 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938059 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938067 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938074 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938082 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938089 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
0 1551383938097 1394 646 mousewheel //*[@id='commentform']/p[4] {"P":{}} {}
