cursor timestamp xpos ypos event xpath attrs extras
0 1554707389227 1350 209 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opening","style":"display: block;"}} {}
0 1554707389258 0 0 load / {} {}
0 1554707389358 0 0 scroll / {} {}
0 1554707389675 1350 209 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opened","style":"display: block;"}} {}
0 1554707389761 1349 207 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opened","style":"display: block;"}} {}
0 1554707389814 1349 206 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opened","style":"display: block;"}} {}
0 1554707389878 1349 202 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opened","style":"display: block;"}} {}
0 1554707389961 1348 200 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opened","style":"display: block;"}} {}
0 1554707390011 1338 193 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opened","style":"display: block;"}} {}
0 1554707390063 1115 163 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opened","style":"display: block;"}} {}
0 1554707390115 1027 161 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707391606 1017 161 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707391672 981 161 mousemove //*[@id='basket-full-allarm']/p {"P":{}} {}
0 1554707391737 725 188 mousemove //*[@id='basket-full-allarm']/p {"P":{}} {}
0 1554707391788 698 198 mousemove //*[@id='basket-full-allarm']/p {"P":{}} {}
0 1554707394988 696 199 mousemove //*[@id='basket-full-allarm']/p {"P":{}} {}
0 1554707395113 695 199 mousemove //*[@id='basket-full-allarm']/p {"P":{}} {}
0 1554707395163 694 199 mousemove //*[@id='basket-full-allarm']/p {"P":{}} {}
0 1554707395213 693 199 mousemove //*[@id='basket-full-allarm']/p {"P":{}} {}
0 1554707395263 688 201 mousemove //*[@id='basket-full-allarm']/p {"P":{}} {}
0 1554707395314 656 211 mousemove /html/body/div[4]/div/h2 {"H2":{}} {}
0 1554707395364 612 237 mousemove /html/body/div[4]/div/h2 {"H2":{}} {}
0 1554707395415 584 259 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707395475 578 263 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707395725 579 264 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707395799 580 264 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707395849 581 264 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707395911 584 264 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707395965 587 264 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707396015 595 263 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707396065 602 262 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707396123 606 261 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707396199 610 261 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707396266 612 261 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707396316 615 261 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707396366 622 267 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707396416 632 292 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707396468 636 312 mousemove //*[@id='basket-row-product-162']/td[2] {"TD":{}} {}
0 1554707396523 636 320 mousemove //*[@id='basket-row-product-162']/td[2] {"TD":{}} {}
0 1554707396886 636 321 mousemove //*[@id='basket-row-product-162']/td[2] {"TD":{}} {}
0 1554707396937 739 310 mousemove //*[@id='basket-row-product-162']/td[2] {"TD":{}} {}
0 1554707397010 859 296 mousemove //*[@id='basket-table-header']/tr/th[2] {"TH":{}} {}
0 1554707397075 801 333 mousemove //*[@id='basket-row-product-162']/td[2] {"TD":{}} {}
0 1554707397125 639 432 mousemove //*[@id='basket-total-price']/td[2] {"TD":{}} {}
0 1554707397190 588 457 mousemove //*[@id='basket-total-price']/td[2] {"TD":{}} {}
0 1554707397473 584 457 mousemove //*[@id='basket-total-price']/td[2] {"TD":{}} {}
0 1554707397525 531 457 mousemove //*[@id='basket-total-price']/td[3] {"TD":{}} {}
0 1554707397575 393 457 mousemove //*[@id='basket-total-price']/td[4] {"TD":{"class":"price-val"}} {}
0 1554707397625 373 457 mousemove //*[@id='basket-total-price']/td[4] {"TD":{"class":"price-val"}} {}
0 1554707397785 369 457 mousemove //*[@id='basket-total-price']/td[4] {"TD":{"class":"price-val"}} {}
0 1554707398484 371 457 mousemove //*[@id='basket-total-price']/td[4] {"TD":{"class":"price-val"}} {}
0 1554707398621 715 325 mousemove //*[@id='basket-row-product-162']/td[2] {"TD":{}} {}
0 1554707398671 717 322 mousemove //*[@id='basket-row-product-162']/td[2] {"TD":{}} {}
0 1554707398922 718 322 mousemove //*[@id='basket-row-product-162']/td[2] {"TD":{}} {}
0 1554707398983 952 195 mousemove //*[@id='basket-full-allarm']/p {"P":{}} {}
0 1554707399052 1022 141 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opened","style":"display: block;"}} {}
0 1554707399246 1023 141 mousemove /html/body/div[4] {"DIV":{"class":"remodal-wrapper remodal-is-opened","style":"display: block;"}} {}
0 1554707399299 1023 144 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707399349 1023 147 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707399399 1021 153 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707399449 1019 156 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707401423 1018 157 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707401823 1017 157 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707401874 1017 158 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707401948 1016 159 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707402060 1015 160 mousemove //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707402599 1015 160 click //*[@id='basket-close-button'] {"BUTTON":{"id":"basket-close-button","data-remodal-action":"close","class":"remodal-close"}} {}
0 1554707403185 1014 160 mousemove //*[@id='main-banner'] {"DIV":{"id":"main-banner","class":"main-banner banner text-center"}} {}
0 1554707403247 1026 162 mousemove //*[@id='main-banner'] {"DIV":{"id":"main-banner","class":"main-banner banner text-center"}} {}
0 1554707403298 1354 141 mousemove /html {"HTML":{"lang":"en","class":"gr__userpr_ir"}} {}
