0 1548320810634 1102 438 mousemove /html/body/div[1] {"DIV":{"class":"imagezoom-cursor","style":"position: absolute; width: 249.351px; height: 205.195px; background-color: rgb(255, 255, 255); z-index: 2147483647; opacity: 0.5; cursor: crosshair; top: 315.403px; left: 963.325px;"}} {}
0 1548320810685 1152 494 mousemove /html/body/div[1] {"DIV":{"class":"imagezoom-cursor","style":"position: absolute; width: 249.351px; height: 205.195px; background-color: rgb(255, 255, 255); z-index: 2147483647; opacity: 0.5; cursor: crosshair; top: 375.403px; left: 979.712px;"}} {}
0 1548320810761 1231 547 mousemove //*[@id='product-slider'] {"DIV":{"id":"product-slider","class":"flexslider"}} {}
0 1548320810817 1307 578 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320810867 1339 578 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320810918 1361 564 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548320810973 1363 557 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548320811063 1362 557 mousemove /html {"HTML":{"lang":"en"}} {}
0 1548320811118 1356 560 mousewheel /html {"HTML":{"lang":"en"}} {}
0 1548320811153 0 0 scroll / {} {}
0 1548320811169 0 0 scroll / {} {}
0 1548320811186 0 0 scroll / {} {}
0 1548320811203 0 0 scroll / {} {}
0 1548320811220 0 0 scroll / {} {}
0 1548320811235 1341 635 mousewheel /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811235 0 0 scroll / {} {}
0 1548320811252 0 0 scroll / {} {}
0 1548320811269 0 0 scroll / {} {}
0 1548320811285 0 0 scroll / {} {}
0 1548320811302 0 0 scroll / {} {}
0 1548320811319 0 0 scroll / {} {}
0 1548320811336 0 0 scroll / {} {}
0 1548320811353 0 0 scroll / {} {}
0 1548320811368 0 0 scroll / {} {}
0 1548320811385 0 0 scroll / {} {}
0 1548320811401 0 0 scroll / {} {}
0 1548320811418 0 0 scroll / {} {}
0 1548320811434 0 0 scroll / {} {}
0 1548320811451 0 0 scroll / {} {}
0 1548320811502 1320 785 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811567 1309 792 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811618 1292 801 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811718 1279 809 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811784 1276 811 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811845 1274 814 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811901 1271 817 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811957 1271 821 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811976 1271 821 mousewheel /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320811986 0 0 scroll / {} {}
0 1548320812002 0 0 scroll / {} {}
0 1548320812019 0 0 scroll / {} {}
0 1548320812034 0 0 scroll / {} {}
0 1548320812052 0 0 scroll / {} {}
0 1548320812068 0 0 scroll / {} {}
0 1548320812085 0 0 scroll / {} {}
0 1548320812103 0 0 scroll / {} {}
0 1548320812118 0 0 scroll / {} {}
0 1548320812135 0 0 scroll / {} {}
0 1548320812151 0 0 scroll / {} {}
0 1548320812168 0 0 scroll / {} {}
0 1548320812391 1267 925 mousemove /html/body/div[2]/div[2]/div {"DIV":{"class":"single-wl3"}} {}
0 1548320812452 1254 923 mousemove /html/body/div[2]/div[2]/div/div {"DIV":{"class":"container"}} {}
0 1548320812527 1243 921 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1] {"DIV":{"class":"col-md-10 single-grid"}} {}
0 1548320812584 1235 918 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1] {"DIV":{"class":"col-md-10 single-grid"}} {}
0 1548320812766 1232 916 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1] {"DIV":{"class":"col-md-10 single-grid"}} {}
0 1548320812817 1230 917 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1] {"DIV":{"class":"col-md-10 single-grid"}} {}
0 1548320812895 1229 917 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548320812917 1229 918 mousewheel /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548320812935 0 0 scroll / {} {}
0 1548320812950 0 0 scroll / {} {}
0 1548320812970 0 0 scroll / {} {}
0 1548320812986 0 0 scroll / {} {}
0 1548320813001 0 0 scroll / {} {}
0 1548320813017 0 0 scroll / {} {}
0 1548320813035 0 0 scroll / {} {}
0 1548320813051 0 0 scroll / {} {}
0 1548320813067 0 0 scroll / {} {}
0 1548320813084 0 0 scroll / {} {}
0 1548320813100 0 0 scroll / {} {}
0 1548320813318 1226 1021 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548320813368 1218 1021 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548320813438 1216 1021 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548320813494 1210 1020 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548320813552 1200 1020 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548320813618 1192 1020 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548320813668 1182 1020 mousemove /html/body/div[2]/div[2]/div/div/div[1]/div[1]/div/div[3] {"DIV":{"class":"clearfix"}} {}
0 1548320813734 1116 1025 mousemove /html/body/div[2]/div[2]/div/div {"DIV":{"class":"container"}} {}
0 1548320813784 928 1069 mousemove /html/body/div[2]/div[2]/div/div {"DIV":{"class":"container"}} {}
0 1548320813835 772 1080 mousemove //*[@id='product-description']/h3 {"H3":{"style":"direction: rtl !important;","class":"tittle1"}} {}
0 1548320813885 732 1076 mousemove /html/body/div[2]/div[2]/div/div {"DIV":{"class":"container"}} {}
0 1548320915439 0 0 unload / {} {}
